Orthogroup_ID	CAFE_p-value	Gene_Group	Group_function	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary
N0.HOG0001989	0.049	None	None	Recombination repair protein 1 (from API summary)	1	1	1	1	1	2	1	1	1	1	2	1	5	4	4	rna-NM_001144304.2	FBgn0004584	The gene Recombination repair protein 1 is referred to in FlyBase by the symbol Dmel\Rrp1 (CG3178, FBgn0004584). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2L:2969773..2972508. Its molecular function is described by 11 unique terms, many of which group under: catalytic activity; binding; catalytic activity, acting on DNA; hydrolase activity, acting on ester bonds; protein binding. It is involved in the biological process described with: base-excision repair; DNA repair. 16 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed within 00-12 hour embryonic stages.
N0.HOG0001992	0.045	None	None	None	1	1	5	1	2	1	1	2	1	1	1	1	1	3	4	rna-NM_001260395.2	FBgn0051075	This gene is referred to in FlyBase by the symbol Dmel\CG31075 (FBgn0051075). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 3R:26985624..26988517. Its molecular function is described by: aldehyde dehydrogenase (NAD+) activity; oxidoreductase activity; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor. It is involved in the biological process described with: pyruvate metabolic process. 13 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable; abnormal mating behavior. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of very low expression.  Peak expression observed at stages throughout the larval period, at stages throughout the pupal period.
N0.HOG0001999	0.049	Gene Group 33	mitochondrial translation	waclaw(waw)	1	1	2	1	1	1	5	1	1	1	1	1	3	2	4	rna-NM_001031918.2	FBgn0024182	The gene waclaw is referred to in FlyBase by the symbol Dmel\waw (CG1410, FBgn0024182). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:21363028..21373145. Its molecular function is described by: GTPase activity; mitochondrial ribosome binding; GTP binding. It is involved in the biological process described with: positive regulation of translation. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed at stages throughout embryogenesis, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.  This gene is annotated by FlyBase as a dicistronic gene, meaning that some or all of its transcripts encode two or more polypeptide-coding open reading frames (ORFs) , with each ORF assigned to a different gene.  The distribution of RNA-Seq coverage data amongst the different encoded genes cannot be determined.
N0.HOG0002009	0.019	None	None	fat (from API summary)	1	1	1	1	2	1	2	1	3	2	2	1	1	4	3	rna-NM_058149.4	FBgn0001075	The gene fat is referred to in FlyBase by the symbol Dmel\ft (CG3352, FBgn0001075). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:4198404..4221796. Its molecular function is described by: cadherin binding; calcium ion binding; protein binding. It is involved in the biological process described with 33 unique terms, many of which group under: cell adhesion; cell-cell adhesion; cell-cell adhesion via plasma-membrane adhesion molecules; protein localization involved in establishment of planar polarity; microtubule-based process. 163 alleles are reported. The phenotypes of these alleles manifest in: midgut epithelium; autophagosome; microtubule; mesonotum; membraneless organelle. The phenotypic classes of alleles include: abnormal size; increased mortality during development; decreased cell number; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed within 06-12 hour embryonic stages.
N0.HOG0002010	0.019	None	None	None	1	8	2	1	1	1	1	1	1	2	1	2	1	1	7	rna-NM_134535.3	FBgn0031098	This gene is referred to in FlyBase by the symbol Dmel\CG17068 (FBgn0031098). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:20248309..20251093. Its molecular function is unknown. It is involved in the biological process described with: neurogenesis. 5 alleles are reported. The phenotype of these alleles manifest in: mesonotum. The phenotypic classes of alleles include: viable; abnormal body color. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages, in adult female stages.
N0.HOG0002028	0.009	None	None	Cylindromatosis (from API summary)	1	1	1	1	2	1	1	1	1	1	4	1	5	1	4	rna-NM_164909.2	FBgn0032210	The gene Cylindromatosis is referred to in FlyBase by the symbol Dmel\CYLD (CG5603, FBgn0032210). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (2 unique). Gene sequence location is 2L:10295859..10299847. Its molecular function is described by: Met1-linked polyubiquitin deubiquitinase activity; cysteine-type deubiquitinase activity; K63-linked deubiquitinase activity. It is involved in the biological process described with 10 unique terms, many of which group under: macromolecule metabolic process; lipid homeostasis; programmed cell death; cytokine-mediated signaling pathway; regulation of JNK cascade. 24 alleles are reported. The phenotypes of these alleles manifest in: lipid droplet; scutellum; adult fat body. The phenotypic classes of alleles include: abnormal stress response; abnormal oxidative stress response; phenotype; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 12-18 embryonic stages, during late larval stages, at stages throughout the pupal period, in adult male stages.
N0.HOG0002037	0.001	None	None	None	2	1	1	2	1	1	1	1	2	1	6	1	1	3	5	rna-NM_137868.2	FBgn0050268	This gene is referred to in FlyBase by the symbol Dmel\CG30268 (FBgn0050268). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:22712701..22717247. Its molecular function is unknown. It is involved in the biological process described with: sperm flagellum assembly. 7 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed in adult male stages.
N0.HOG0002040	0.007	None	None	None	1	1	4	2	1	1	1	1	1	1	4	1	1	3	3	rna-NM_001259470.2	FBgn0263029	This gene is referred to in FlyBase by the symbol Dmel\CG43324 (FBgn0263029). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:17563606..17564351. Its molecular function is described by: G-protein beta-subunit binding. It is involved in the biological process described with: G protein-coupled receptor signaling pathway. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: lethal.
N0.HOG0002042	0.009	None	None	Neprilysin 1 (from API summary)	1	3	1	1	1	1	1	1	1	1	2	1	2	6	5	rna-NM_001297997.1	FBgn0029843	The gene Neprilysin 1 is referred to in FlyBase by the symbol Dmel\Nep1 (CG5905, FBgn0029843). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (1 unique). Gene sequence location is X:6091205..6103971. Its molecular function is described by: metallopeptidase activity; metalloendopeptidase activity. It is involved in the biological process described with: proteolysis. 14 alleles are reported. The phenotype of these alleles manifest in: wing. The phenotypic classes of alleles include: visible; semi-sterile; lethal; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0002051	0.0	None	None	None	1	1	1	2	1	1	2	2	1	1	1	1	1	7	6	rna-NM_001038984.3	FBgn0039544	This gene is referred to in FlyBase by the symbol Dmel\CG12877 (FBgn0039544). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:27707100..27710857. Its molecular function is described by: nucleic acid binding; exonuclease activity. It is involved in the biological process described with: rRNA 3'-end processing. 9 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-12 and 18-24 hour embryonic stages, in adult female stages.
N0.HOG0002056	0.042	None	None	None	1	1	2	1	6	1	1	1	1	2	1	1	2	1	5	rna-NM_136255.3	FBgn0032934	This gene is referred to in FlyBase by the symbol Dmel\CG8679 (FBgn0032934). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:21216004..21218544. Its molecular function is described by: DNA endonuclease activity; endonuclease activity. It is involved in the biological process described with: resolution of meiotic recombination intermediates; double-strand break repair via homologous recombination. 9 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; short lived. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages.
N0.HOG0002086	0.007	None	None	mustard (from API summary)	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	rna-NM_001259999.2	FBgn0013576	The gene mustard is referred to in FlyBase by the symbol Dmel\mtd (CG32464, FBgn0013576). It is a protein_coding_gene from Dmel. It has 23 annotated transcripts and 23 polypeptides (19 unique). Gene sequence location is 3R:5270116..5350443. Its molecular function is unknown. It is involved in the biological process described with: defense response to Gram-negative bacterium; positive regulation of stem cell proliferation; response to oxidative stress; activation of innate immune response. 50 alleles are reported. The phenotypes of these alleles manifest in: segment; organelle; cytoplasm; gut epithelial section; vacuole. The phenotypic classes of alleles include: phenotype; increased mortality during development; visible; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed during early pupal stages.
N0.HOG0002091	0.018	None	None	Suppressor of Triplolethal (from API summary)	1	1	1	1	1	1	8	1	1	1	1	1	1	2	7	rna-NM_001170006.2	FBgn0014037	The gene Suppressor of Triplolethal is referred to in FlyBase by the symbol Dmel\Su(Tpl) (CG32217, FBgn0014037). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (1 unique). Gene sequence location is 3L:19889120..19909410. Its molecular function is described by: RNA polymerase binding; protein binding; chromatin binding; cis-regulatory region sequence-specific DNA binding. It is involved in the biological process described with 7 unique terms, many of which group under: RNA metabolic process; transcription by RNA polymerase II; nucleic acid metabolic process; developmental process; neuronal stem cell population maintenance. 48 alleles are reported. The phenotypes of these alleles manifest in: brain; somatic precursor cell; tracheal section; larval central nervous system; adult PNS glial cell. The phenotypic classes of alleles include: phenotype; partially lethal; increased mortality; increased mortality during development. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderately high expression.  Peak expression observed at stages throughout embryogenesis, in adult female stages.
N0.HOG0002095	0.033	None	None	genghis khan (from API summary)	1	1	1	4	2	1	1	2	1	1	1	1	4	1	3	rna-NM_079113.3	FBgn0023081	The gene genghis khan is referred to in FlyBase by the symbol Dmel\gek (CG4012, FBgn0023081). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:24092079..24098636. Its molecular function is described by: protein binding; protein kinase activity; ATP binding; protein serine/threonine kinase activity. It is involved in the biological process described with: synaptic target recognition; regulation of actin filament polymerization; actin polymerization or depolymerization; actomyosin structure organization. 36 alleles are reported. The phenotypes of these alleles manifest in: plasma membrane bounded cell projection; site of polarized growth; acellular anatomical structure; photoreceptor cell R7; larval neuron. The phenotypic classes of alleles include: semi-sterile; wild-type; phenotype; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-18 hour embryonic stages, at stages throughout the pupal period, in adult female stages.
N0.HOG0002098	0.018	None	None	None	1	1	1	1	1	2	1	1	1	1	1	1	2	7	6	rna-NM_166161.2	FBgn0050100	This gene is referred to in FlyBase by the symbol Dmel\CG30100 (FBgn0050100). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:16291453..16292269. Its molecular function is described by: translation release factor activity, codon specific; translation release factor activity; tRNA binding; ribosomal large subunit binding. It is involved in the biological process described with: translational termination; rescue of stalled ribosome. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-12 and 18-24 hour embryonic stages, during early larval stages, during late pupal stages, in adult female stages.  This gene is annotated by FlyBase as a dicistronic gene, meaning that some or all of its transcripts encode two or more polypeptide-coding open reading frames (ORFs) , with each ORF assigned to a different gene.  The distribution of RNA-Seq coverage data amongst the different encoded genes cannot be determined.
N0.HOG0002108	0.043	Gene Group 36	neurological (mostly uncharacterized)	uncharacterized protein(CG12594)	1	2	1	1	3	1	4	1	1	1	2	1	2	1	3	rna-NM_001275553.1	FBgn0037941	This gene is referred to in FlyBase by the symbol Dmel\CG12594 (FBgn0037941). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:11721734..11732479. Its molecular function is described by: . It is involved in the biological process described with: . 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed within 12-24 hour embryonic stages, during early larval stages, at stages throughout the pupal period.
N0.HOG0002133	0.045	None	None	Leucine-rich repeat kinase (from API summary)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	rna-NM_001275843.1	FBgn0038816	The gene Leucine-rich repeat kinase is referred to in FlyBase by the symbol Dmel\Lrrk (CG5483, FBgn0038816). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (all unique). Gene sequence location is 3R:20635480..20644279. Its molecular function is described by: protein binding; small GTPase binding; protein serine/threonine kinase activity; ATP binding; protein kinase activity. It is involved in the biological process described with 18 unique terms, many of which group under: cell junction organization; regulation of synapse organization; cellular response to nutrient levels; lysosome localization; regulation of neuron apoptotic process. 40 alleles are reported. The phenotypes of these alleles manifest in: abdomen; axon terminus; multidendritic neuron; plasma membrane bounded cell projection; type I terminal bouton. The phenotypic classes of alleles include: phenotype; visible; viable; abnormal behavior. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of low expression.  Peak expression observed at stages throughout embryogenesis, at stages throughout the larval period, at stages throughout the pupal period, in adult female stages.
N0.HOG0002142	0.0	Gene Group 27	DNA-related functions	proliferation disrupter(prod)	2	1	6	9	1	1	3	1	1	1	1	1	1	1	8	rna-NM_166317.2	FBgn0014269	The gene proliferation disrupter is referred to in FlyBase by the symbol Dmel\prod (CG18608, FBgn0014269). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:18969404..18971133. Its molecular function is unknown. It is involved in the biological process described with: mitotic chromosome condensation; regulation of circadian rhythm; lymph gland development. 21 alleles are reported. The phenotypes of these alleles manifest in: material anatomical entity; multicellular structure; germ layer derivative; larval circulatory system; nervous system. The phenotypic classes of alleles include: decreased occurrence of cell division; wild-type; increased mortality; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages.
N0.HOG0002165	0.0	Gene Group 21	transcription regulation	hinge2(hng2)	1	1	1	1	1	1	1	1	1	1	20	1	1	1	19	rna-NM_141580.3	FBgn0037634	The gene hinge2 is referred to in FlyBase by the symbol Dmel\hng2 (CG8359, FBgn0037634). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:8806322..8807581. Its molecular function is described by: DNA binding. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 9 alleles are reported. The phenotypes of these alleles manifest in: wing hinge; wing. The phenotypic classes of alleles include: fertile; flightless; viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 06-12 hour embryonic stages.
N0.HOG0002176	0.017	Gene Group 28	microtubule	non-claret disjunctional(ncd)	1	2	2	1	3	1	4	1	1	2	2	1	1	1	3	rna-NM_001300663.1	FBgn0002924	The gene non-claret disjunctional is referred to in FlyBase by the symbol Dmel\ncd (CG7831, FBgn0002924). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:29804290..29807127. Its molecular function is described by: minus-end-directed microtubule motor activity; ATP binding; microtubule binding; protein homodimerization activity; microtubule motor activity. It is involved in the biological process described with 16 unique terms, many of which group under: minus-end directed microtubule sliding; mRNA transport; centrosome separation; microtubule-based movement; nucleic acid transport. 43 alleles are reported. The phenotypes of these alleles manifest in: cellular anatomical structure; microtubule cytoskeleton; organism; spindle; membraneless organelle. The phenotypic classes of alleles include: phenotype; increased mortality during development; abnormal cell cycle; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed within 00-12 hour embryonic stages.
N0.HOG0002195	0.038	None	None	GUK-holder (from API summary)	1	1	2	1	1	1	1	1	1	1	4	1	4	2	3	rna-NM_169845.2	FBgn0026239	The gene GUK-holder is referred to in FlyBase by the symbol Dmel\gukh (CG31043, FBgn0026239). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (all unique). Gene sequence location is 3R:18984025..19022436. Its molecular function is described by: protein kinase A regulatory subunit binding; protein-macromolecule adaptor activity. It is involved in the biological process described with: protein localization; actin cytoskeleton organization; establishment of epithelial cell polarity. 30 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; abnormal neuroanatomy; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed at stages throughout embryogenesis, at stages throughout the pupal period.
N0.HOG0002203	0.032	None	None	dim gamma-tubulin 6 (from API summary)	1	1	1	1	1	1	2	1	1	1	7	1	1	1	6	rna-NM_143414.4	FBgn0039638	The gene dim gamma-tubulin 6 is referred to in FlyBase by the symbol Dmel\dgt6 (CG11881, FBgn0039638). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:29128584..29130972. Its molecular function is described by: protein-macromolecule adaptor activity; microtubule binding. It is involved in the biological process described with 7 unique terms, many of which group under: cellular component organization; cell cycle; regulation of mitotic cell cycle; mitotic cell cycle; regulation of cellular component organization. 10 alleles are reported. The phenotypes of these alleles manifest in: dendritic tree; dendrite terminus; larval multidendritic class IV neuron. The phenotypic classes of alleles include: viable; abnormal neuroanatomy. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed within 00-12 hour embryonic stages, in adult female stages.
N0.HOG0002207	0.037	None	None	None	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	rna-NM_169559.2	FBgn0051495	This gene is referred to in FlyBase by the symbol Dmel\CG31495 (FBgn0051495). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:13838240..13839934. Its molecular function is described by: ATP hydrolysis activity; ATP binding. It is involved in the biological process described with: intra-Golgi vesicle-mediated transport; SNARE complex disassembly; Golgi to plasma membrane protein transport. 6 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 00-12 hour embryonic stages, in adult female stages.
N0.HOG0002220	0.049	None	None	Leukocyte-antigen-related-like (from API summary)	1	1	1	1	1	1	2	1	1	1	5	3	2	1	4	rna-NM_001273665.1	FBgn0000464	The gene Leukocyte-antigen-related-like is referred to in FlyBase by the symbol Dmel\Lar (CG10443, FBgn0000464). It is a protein_coding_gene from Dmel. It has 7 annotated transcripts and 7 polypeptides (all unique). Gene sequence location is 2L:19586623..19732069. Its molecular function is described by: SAM domain binding; insulin receptor binding; transmembrane receptor protein tyrosine phosphatase activity; protein tyrosine phosphatase activity. It is involved in the biological process described with 19 unique terms, many of which group under: animal organ development; cellular response to peptide hormone stimulus; multicellular organismal-level homeostasis; developmental cell growth; neuron projection extension. 77 alleles are reported. The phenotypes of these alleles manifest in: cellular anatomical structure; dendritic tree; synapse; presynapse; nociceptive neuron. The phenotypic classes of alleles include: semi-sterile; increased mortality; abnormal behavior; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 12-24 hour embryonic stages, at stages throughout the pupal period.
N0.HOG0002225	0.011	None	None	abnormal wing discs (from API summary)	1	1	3	1	1	1	2	1	1	2	3	1	3	1	2	rna-NM_001300696.1	FBgn0000150	The gene abnormal wing discs is referred to in FlyBase by the symbol Dmel\awd (CG2210, FBgn0000150). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (2 unique). Gene sequence location is 3R:31745172..31746077. Its molecular function is described by 6 unique terms, many of which group under: kinase activity; catalytic activity; binding; small molecule binding; tubulin binding. It is involved in the biological process described with 13 unique terms, many of which group under: anatomical structure development; open tracheal system development; respiratory system development; tissue morphogenesis; adherens junction organization. 69 alleles are reported. The phenotypes of these alleles manifest in: female-specific anatomical entity; embryo; female organism; visual system neuron; presumptive embryonic/larval tracheal system. The phenotypic classes of alleles include: phenotype; paralytic; some die during P-stage; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of extremely high expression to a trough of very high expression.  Peak expression observed within 00-06 hour embryonic stages, during early larval stages, in adult female stages.
N0.HOG0002240	0.02	Gene Group 25	glycolysis and early development (and other)	sidestep IV(side-IV)	1	1	2	1	4	2	2	1	1	4	1	1	1	1	3	rna-NM_001260157.1	FBgn0038156	The gene sidestep IV is referred to in FlyBase by the symbol Dmel\side-IV (CG14372, FBgn0038156). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:13450590..13464184. Its molecular function is described by: cell adhesion receptor activity. It is involved in the biological process described with: synapse assembly. 22 alleles are reported. The phenotypes of these alleles manifest in: cellular anatomical structure; plasma membrane bounded cell projection; eye photoreceptor cell; adult thoracic segment; cell junction. The phenotypic classes of alleles include: abnormal body color; viable; abnormal neuroanatomy. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 06-24 hour embryonic stages, during late pupal stages.
N0.HOG0002244	0.0	Gene Group 21,Gene Group 36	transcription regulation,neurological (mostly uncharacterized)	uncharacterized protein(CG43342)	3	4	1	6	1	1	1	2	1	1	3	1	1	2	5	rna-NM_001260309.2	FBgn0263047	This gene is referred to in FlyBase by the symbol Dmel\CG43342 (FBgn0263047). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:22381340..22382147. Its molecular function is described by: DNA binding. It is involved in the biological process described with: . 9 alleles are reported. The phenotype of these alleles manifest in: wing. The phenotypic class of alleles includes: visible.
N0.HOG0002260	0.009	None	None	DNA polymerase eta (from API summary)	1	1	1	3	1	1	2	1	1	1	1	4	3	1	3	rna-NM_141114.3	FBgn0037141	The gene DNA polymerase eta is referred to in FlyBase by the symbol Dmel\PolH (CG7143, FBgn0037141). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:21938634..21941812. Its molecular function is described by: DNA-directed DNA polymerase activity; damaged DNA binding. It is involved in the biological process described with 6 unique terms, many of which group under: nucleobase-containing compound metabolic process; response to radiation; primary metabolic process; postreplication repair; response to abiotic stimulus. 12 alleles are reported. The phenotypes of these alleles manifest in: mesonotum; mitotic spindle; trichogen cell. The phenotypic classes of alleles include: phenotype; increased mortality during development; some die during P-stage; abnormal stress response. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 00-12 hour embryonic stages, in adult female stages.
N0.HOG0002261	0.04	Gene Group 29	G-protein coupled receptor (and other?)	uncharacterized protein(CG13575)	1	1	1	1	2	4	3	2	2	2	1	2	1	1	3	rna-NM_138059.3	FBgn0034996	This gene is referred to in FlyBase by the symbol Dmel\CG13575 (FBgn0034996). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:24255327..24257414. Its molecular function is described by: neuropeptide receptor activity; G protein-coupled receptor activity; G protein-coupled peptide receptor activity. It is involved in the biological process described with: neuropeptide signaling pathway; G protein-coupled receptor signaling pathway. 13 alleles are reported. The phenotype of these alleles manifest in: chaeta. The phenotypic classes of alleles include: viable; visible; abnormal sleep. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed during early pupal stages.
N0.HOG0002273	0.021	None	None	GTPase activating protein and VPS9 domains 1 (from API summary)	1	1	1	1	2	1	1	1	8	1	2	1	1	1	7	rna-NM_132476.3	FBgn0030286	The gene GTPase activating protein and VPS9 domains 1 is referred to in FlyBase by the symbol Dmel\Gapvd1 (CG1657, FBgn0030286). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:11325385..11334071. Its molecular function is described by: small GTPase binding; GTPase activating protein binding; guanyl-nucleotide exchange factor activity. It is involved in the biological process described with: vesicle-mediated transport; regulation of protein transport; regulation of Rab protein signal transduction. 9 alleles are reported. The phenotypes of these alleles manifest in: slit diaphragm; garland cell. The phenotypic classes of alleles include: some die during pupal stage; fertile; viable; partially lethal - majority die. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-06 and 18-24 hour embryonic stages, in stages of adults of both sexes.
N0.HOG0002285	0.034	None	None	None	1	1	1	1	2	1	1	1	1	1	4	1	1	4	3	rna-NM_134992.3	FBgn0031606	This gene is referred to in FlyBase by the symbol Dmel\CG15439 (FBgn0031606). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:4449295..4453038. Its molecular function is unknown. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 9 alleles are reported. The phenotypes of these alleles manifest in: mesonotum; chaeta. The phenotypic classes of alleles include: viable; partially lethal - majority die; visible; lethal - all die during larval stage; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-12 hour embryonic stages, in adult female stages.
N0.HOG0002290	0.021	None	None	Na/Ca-exchange protein (from API summary)	1	5	1	1	1	1	1	1	1	2	2	1	3	1	4	rna-NM_001260286.2	FBgn0013995	The gene Na/Ca-exchange protein is referred to in FlyBase by the symbol Dmel\Calx (CG5685, FBgn0013995). It is a protein_coding_gene from Dmel. It has 9 annotated transcripts and 9 polypeptides (7 unique). Gene sequence location is 3R:20978183..21015613. Its molecular function is described by: calcium:sodium antiporter activity; calcium ion binding. It is involved in the biological process described with 8 unique terms, many of which group under: cellular process; calcium ion transport; cellular response to stimulus; transport; response to stimulus. 27 alleles are reported. The phenotypes of these alleles manifest in: eye photoreceptor cell; rhabdomere; eye. The phenotypic classes of alleles include: uncoordinated; viable; short lived; abnormal neurophysiology; abnormal neuroanatomy. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed during late pupal stages, in adult male stages.
