Orthogroup_ID	CAFE_p-value	GF_Cluster	Cluster_function	repeat_correlation_slope	repeat_correlation_p-value	GS_correlation_slope	GS_correlation_p-value	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary
N0.HOG0002393	0.009	Gene Group 3	lipid metabolic process (digestion)	0.021013956212961798	0.08909418828520578	0.0009599516292845416	0.15246861688741634	uncharacterized protein(CG6847)	1	1	1	1	1	1	2	1	1	1	4	1	4	1	3	rna-NM_001298468.1	FBgn0030884	This gene is referred to in FlyBase by the symbol Dmel\CG6847 (FBgn0030884). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:17911462..17924163. Its molecular function is described by: lipase activity; triacylglycerol lipase activity. It is involved in the biological process described with: lipid metabolic process; lipid catabolic process. 8 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 12-18 embryonic stages.
N0.HOG0002468	0.012	Gene Group 31	chromatin organization and transcription regulation	0.0021554861443971248	0.8604773532247656	0.00011683189223765444	0.8582017946586984	hunchback(hb)	1	1	1	1	1	1	1	3	2	1	2	1	4	1	3	rna-NM_169233.2	FBgn0001180	The gene hb transcription factor is referred to in FlyBase by the symbol Dmel\hb (CG9786, FBgn0001180). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:8690980..8697822. Its molecular function is described by: sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding. It is involved in the biological process described with 15 unique terms, many of which group under: anterior/posterior pattern specification; positive regulation of biological process; trunk segmentation; regulation of neurogenesis; head segmentation. 151 alleles are reported. The phenotypes of these alleles manifest in: embryonic abdomen; embryonic/larval neuromuscular junction; cell junction; mitotic domain 1; esophagus. The phenotypic classes of alleles include: phenotype; embryonic/larval segmentation phenotype; increased mortality during development; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 00-06 hour embryonic stages.
N0.HOG0002489	0.025	None	None	0.0	1.0	0.0	1.0	M-spondin (from API summary)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	rna-NM_001299498.1	FBgn0020269	The gene M-spondin is referred to in FlyBase by the symbol Dmel\mspo (CG10145, FBgn0020269). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:14671396..14713622. Its molecular function is unknown. It is involved in the biological process described with: cell adhesion; regulation of myoblast fusion. 19 alleles are reported. The phenotypes of these alleles manifest in: muscle cell of dorsal acute muscle 1; nucleus. The phenotypic classes of alleles include: fertile; partially lethal; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed within 12-24 hour embryonic stages, during early larval stages, at stages throughout the pupal period.
N0.HOG0002511	0.02	Gene Group 26	glycolysis and early development (and other)	0.015836661131525705	0.2117869870884221	0.00090870164031913	0.17660216987531674	aluminum tubes(alt)	1	1	2	1	1	1	1	1	1	1	1	1	6	2	5	rna-NM_001275750.1	FBgn0038535	The gene aluminum tubes is referred to in FlyBase by the symbol Dmel\alt (CG18212, FBgn0038535). It is a protein_coding_gene from Dmel. It has 8 annotated transcripts and 8 polypeptides (2 unique). Gene sequence location is 3R:17673732..17682515. Its molecular function is unknown. The biological processes in which it is involved are not known. 19 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: partially lethal; viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderate expression.  Peak expression observed within 00-06 hour embryonic stages, during late larval stages, during early pupal stages.
N0.HOG0002579	0.0	None	None	0.004359811252905316	0.75834532164279	0.00023770088291169325	0.753074972794001	LDL receptor protein 1 (from API summary)	1	1	2	1	1	1	4	1	3	1	4	1	1	1	3	rna-NM_001273871.2	FBgn0053087	The gene LDL receptor protein 1 is referred to in FlyBase by the symbol Dmel\LRP1 (CG33087, FBgn0053087). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:8174165..8226438. Its molecular function is described by: low-density lipoprotein particle receptor activity; calcium ion binding. It is involved in the biological process described with: positive regulation of reverse cholesterol transport; regulation of lipid transport; regulation of axon guidance. 22 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages, during late larval stages, during early pupal stages.
N0.HOG0002614	0.009	Gene Group 30	pheromone sensing	0.029023180268408746	0.018094792482108067	0.001957239826802557	0.0009113329644543458	frizzled 4(fz4)	1	1	1	1	1	1	1	1	1	1	3	1	1	6	5	rna-NM_167119.3	FBgn0027342	The gene frizzled 4 is referred to in FlyBase by the symbol Dmel\fz4 (CG4626, FBgn0027342). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:7106272..7110321. Its molecular function is described by: transmembrane signaling receptor activity; Wnt-protein binding. It is involved in the biological process described with: signal transduction; cell surface receptor signaling pathway; non-canonical Wnt signaling pathway; canonical Wnt signaling pathway. 23 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages, in adult female stages.
N0.HOG0002680	0.021	Gene Group 27	ribosomal protein and protein modification	0.0005627260524342602	0.9403086415600539	0.00025940095970511433	0.5135612665524001	Ubiquitin-5E(Ubi-p5E)	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	rna-NM_001298008.1	FBgn0086558	The gene Ubiquitin-5E is referred to in FlyBase by the symbol Dmel\Ubi-p5E (CG32744, FBgn0086558). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:6276876..6279647. Its molecular function is described by: protein tag activity; ubiquitin protein ligase binding; structural constituent of ribosome. It is involved in the biological process described with: ubiquitin-dependent protein catabolic process; protein ubiquitination; modification-dependent protein catabolic process; protein modification process. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderate expression.  Peak expression observed during late larval stages, at stages throughout the pupal period.
N0.HOG0002681	0.027	Gene Group 27	ribosomal protein and protein modification	0.0	1.0	0.0	1.0	Ubiquitin-63E(Ubi-p63E)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	rna-NM_079185.4	FBgn0003943	The gene Ubiquitin-63E is referred to in FlyBase by the symbol Dmel\Ubi-p63E (CG11624, FBgn0003943). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (1 unique). Gene sequence location is 3L:3899259..3903184. Its molecular function is described by: ubiquitin protein ligase binding; protein tag activity. It is involved in the biological process described with: modification-dependent protein catabolic process; macroautophagy; protein ubiquitination; larval midgut cell programmed cell death. 14 alleles are reported. The phenotypes of these alleles manifest in: testis; spermatocyte. The phenotypic classes of alleles include: abnormal meiotic cell cycle; fertile; viable; male sterile; female fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 06-18 hour embryonic stages, during late larval stages, at stages throughout the pupal period, in adult male stages.
N0.HOG0002693	0.001	Gene Group 26	glycolysis and early development (and other)	-0.007302343371501352	0.65584490950909	0.00022416097536622694	0.7981009374158572	uncharacterized protein(CG4025)	1	9	2	1	2	3	1	1	1	1	1	1	1	1	8	rna-NM_130623.3	FBgn0025624	This gene is referred to in FlyBase by the symbol Dmel\CG4025 (FBgn0025624). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:2076966..2078455. Its molecular function is described by: . It is involved in the biological process described with: regulation of autophagy. 3 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed during late larval stages, in adult male stages.
N0.HOG0002702	0.019	Gene Group 29	microtubule	-0.005522712886305682	0.6752078238222241	9.748498327292161e-05	0.8900590023039692	subito(sub)	1	3	2	1	1	1	1	4	1	3	1	1	1	1	3	rna-NM_137416.3	FBgn0003545	The gene subito is referred to in FlyBase by the symbol Dmel\sub (CG12298, FBgn0003545). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:17745500..17748078. Its molecular function is described by: gamma-tubulin complex binding; ATP binding; microtubule binding; ATP hydrolysis activity; microtubule motor activity. It is involved in the biological process described with 12 unique terms, many of which group under: protein-containing complex assembly; anatomical structure development; metaphase/anaphase transition of mitotic cell cycle; protein-containing complex localization; cellular component biogenesis. 44 alleles are reported. The phenotypes of these alleles manifest in: eo-type sensillum; intracellular organelle; intracellular membraneless organelle; cytoskeleton; chaeta. The phenotypic classes of alleles include: female fertile; abnormal locomotor behavior; lethal - all die during embryonic stage; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 00-12 hour embryonic stages.
N0.HOG0002740	0.026	None	None	0.007075452571048439	0.113472194383395	0.0005447980415059463	0.014014524445484665	None	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	rna-NM_169196.2	FBgn0051473	This gene is referred to in FlyBase by the symbol Dmel\CG31473 (FBgn0051473). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:7811814..7813009. Its molecular function is described by: FMN binding; pyridoxamine phosphate oxidase activity. It is involved in the biological process described with: pyridoxal phosphate biosynthetic process; pyridoxine biosynthetic process. 6 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: partially lethal; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed during late pupal stages, in adult male stages.
N0.HOG0002868	0.009	None	None	0.007075452571048439	0.113472194383395	0.0005447980415059463	0.014014524445484665	Arginase (from API summary)	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	rna-NM_080136.3	FBgn0023535	The gene Arginase is referred to in FlyBase by the symbol Dmel\Arg (CG18104, FBgn0023535). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:509435..528028. Its molecular function is described by: arginase activity; metal ion binding; manganese ion binding. It is involved in the biological process described with: arginine catabolic process to ornithine; arginine metabolic process. 48 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: phenotype; partially lethal; increased mortality; increased mortality during development. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages.
N0.HOG0002938	0.011	Gene Group 35	RNA polymerase II transcription regulation	0.019863306601117965	0.11347219438339495	0.0015294414633490615	0.014014524445484665	proboscipedia(pb)	1	1	1	1	1	1	1	1	1	1	1	1	1	7	6	rna-NM_057321.5	FBgn0051481	The gene proboscipedia is referred to in FlyBase by the symbol Dmel\pb (CG31481, FBgn0051481). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (all unique). Gene sequence location is 3R:6707800..6742063. Its molecular function is described by: RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription factor activity. It is involved in the biological process described with: specification of segmental identity, maxillary segment; regulation of transcription by RNA polymerase II; specification of segmental identity, labial segment; regulation of DNA-templated transcription; proboscis development. 103 alleles are reported. The phenotypes of these alleles manifest in: larval imaginal tissue; larval head segment; embryonic head segment; mitotic domain; larval metathoracic segment. The phenotypic classes of alleles include: phenotype; some die during pupal stage; increased mortality during development; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of extremely low expression.  Peak expression observed within 06-24 hour embryonic stages, during early larval stages, at stages throughout the pupal period.
N0.HOG0002954	0.009	None	None	0.009941493593005293	0.10027748195475636	0.0004981843053343146	0.12524325351723056	alpha-Mannosidase class I a (from API summary)	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	rna-NM_167224.3	FBgn0259170	The gene alpha-Mannosidase class I a is referred to in FlyBase by the symbol Dmel\α-Man-Ia (CG42275, FBgn0259170). It is a protein_coding_gene from Dmel. It has 9 annotated transcripts and 9 polypeptides (3 unique). Gene sequence location is X:10266792..10325958. Its molecular function is described by: calcium ion binding; mannosyl-oligosaccharide 1,2-alpha-mannosidase activity. It is involved in the biological process described with: carbohydrate metabolic process; ERAD pathway; encapsulation of foreign target; response to anesthetic; determination of adult lifespan. 51 alleles are reported. The phenotypes of these alleles manifest in: supramolecular polymer; myofibril; membraneless organelle; I band; cuboidal/columnar epithelium. The phenotypic classes of alleles include: abnormal immune response; phenotype; fertile; flightless. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-06 and 12-18 hour embryonic stages.
N0.HOG0002957	0.03	None	None	-0.005086265867071727	0.670486530059994	-0.0003525584903248298	0.5791649788277148	misato (from API summary)	1	1	1	1	2	1	1	4	1	1	1	1	3	1	3	rna-NM_001298589.1	FBgn0020272	The gene misato is referred to in FlyBase by the symbol Dmel\mst (CG1424, FBgn0020272). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:21388977..21391533. Its molecular function is unknown. It is involved in the biological process described with: mitochondrion organization; positive regulation of mitochondrial fusion; mitotic spindle assembly; mitotic sister chromatid segregation. 32 alleles are reported. The phenotypes of these alleles manifest in: membraneless organelle; membrane-bounded organelle; adult longitudinal muscle cell; male germline stem cell; spindle. The phenotypic classes of alleles include: decreased cell number; phenotype; increased mortality; increased mortality during development. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages, in adult female stages.
N0.HOG0002979	0.035	None	None	0.009371877663876333	0.4699118115462315	0.00023607555395451497	0.7351059228166539	D-amino acid oxidase 2 (from API summary)	1	1	6	1	1	1	2	1	1	1	2	1	1	1	5	rna-NM_135231.3	FBgn0031860	The gene D-amino acid oxidase 2 is referred to in FlyBase by the symbol Dmel\Daao2 (CG11236, FBgn0031860). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2L:6803011..6804372. Its molecular function is described by: D-amino-acid oxidase activity; FAD binding. It is involved in the biological process described with: D-amino acid metabolic process; D-amino acid catabolic process. 8 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; decreased sleep. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during early larval stages, in adult male stages.
N0.HOG0003035	0.017	Gene Group 15	chitin-related	0.010501005004719103	0.38434662711568923	0.0004939136788978748	0.4445978825661262	Mucin related 18B(Mur18B)	1	1	4	1	1	1	3	1	1	2	1	1	1	2	3	rna-NM_133136.3	FBgn0030999	The gene Mucin related 18B is referred to in FlyBase by the symbol Dmel\Mur18B (CG7874, FBgn0030999). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:19213254..19214938. Its molecular function is described by: extracellular matrix structural constituent; chitin binding. The biological processes in which it is involved are not known. 3 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages, during late pupal stages, in stages of adults of both sexes.
N0.HOG0003058	0.018	None	None	0.018056184123153598	0.11380131905440345	0.001292546732213762	0.025411267471872147	Phosphoribosyl pyrophosphate synthetase (from API summary)	1	1	1	1	1	1	2	1	1	2	1	1	1	5	4	rna-NM_168360.2	FBgn0036030	The gene Phosphoribosyl pyrophosphate synthetase is referred to in FlyBase by the symbol Dmel\Prps (CG6767, FBgn0036030). It is a protein_coding_gene from Dmel. It has 9 annotated transcripts and 9 polypeptides (6 unique). Gene sequence location is 3L:9683579..9696700. Its molecular function is described by: ribose phosphate diphosphokinase activity; magnesium ion binding. It is involved in the biological process described with: nucleotide biosynthetic process; 5-phosphoribose 1-diphosphate biosynthetic process; purine nucleotide biosynthetic process; ribonucleoside monophosphate biosynthetic process; olfactory behavior. 25 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: abnormal smell perception; visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderate expression.  Peak expression observed during late larval stages, during early pupal stages.
N0.HOG0003109	0.0	None	None	-0.0005635761738859265	0.9685413491653558	0.0001970286376764324	0.7956879001874029	Dorsal interacting protein 2 (from API summary)	2	2	1	1	1	1	2	1	1	1	1	3	6	1	5	rna-NM_079500.4	FBgn0040466	The gene Dorsal interacting protein 2 is referred to in FlyBase by the symbol Dmel\Dlip2 (CG9771, FBgn0040466). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:4644649..4645655. Its molecular function is described by: sequence-specific DNA binding; protein binding. It is involved in the biological process described with: . 10 alleles are reported. The phenotype of these alleles manifest in: embryonic/larval hemocyte. The phenotypic classes of alleles include: viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-12 hour embryonic stages.
N0.HOG0003120	0.0	None	None	0.01935750663354313	0.29161485076254856	0.0011389925877790554	0.24196013227360882	None	1	1	12	1	1	1	1	1	1	1	1	1	2	4	11	rna-NM_001273899.2	FBgn0033421	This gene is referred to in FlyBase by the symbol Dmel\CG1888 (FBgn0033421). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (1 unique). Gene sequence location is 2R:9541947..9548135. Its molecular function is unknown. The biological processes in which it is involved are not known. 19 alleles are reported. The phenotype of these alleles manifest in: embryonic/larval hemocyte. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages.
N0.HOG0003126	0.0	None	None	0.008298478756071584	0.6656367596999216	-0.0009728119864999135	0.3342906281476141	Neurotrophin 1 (from API summary)	1	1	1	1	1	17	1	1	1	1	1	1	1	1	16	rna-NM_001274489.1	FBgn0261526	The gene Neurotrophin 1 is referred to in FlyBase by the symbol Dmel\NT1 (CG42576, FBgn0261526). It is a protein_coding_gene from Dmel. It has 7 annotated transcripts and 7 polypeptides (3 unique). Gene sequence location is 3L:4501652..4508433. Its molecular function is described by: Toll binding; growth factor activity; receptor ligand activity. It is involved in the biological process described with 6 unique terms, many of which group under: response to stimulus; regulation of biological quality; regulation of neuron apoptotic process; central nervous system morphogenesis; immune response. 19 alleles are reported. The phenotypes of these alleles manifest in: developing material anatomical entity; disconnected anatomical group; larval abdominal segmental nerve; cell; presumptive embryonic/larval system. The phenotypic classes of alleles include: viable; abnormal neuroanatomy; increased cell death; long lived; fertile; decreased cell death. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed during late pupal stages.
N0.HOG0003159	0.019	None	None	0.011638175918178414	0.33310629983753026	0.0004519200701860665	0.4851879069480841	Rad, Gem/Kir family member 1 (from API summary)	1	1	4	1	1	1	1	1	1	2	3	2	1	1	3	rna-NM_166341.3	FBgn0264753	The gene Rad, Gem/Kir family member 1 is referred to in FlyBase by the symbol Dmel\Rgk1 (CG44011, FBgn0264753). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (all unique). Gene sequence location is 2R:19311148..19356525. Its molecular function is described by: calcium channel regulator activity; GTP binding; GTPase activity. It is involved in the biological process described with: small GTPase-mediated signal transduction; anesthesia-resistant memory; medium-term memory. 25 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; lethal; abnormal memory; fertile.
N0.HOG0003221	0.021	None	None	0.0242941026842877	0.02848529122287574	0.0019390220828627695	4.50539272009984e-05	Threonyl-carbamoyl synthesis 1 (from API summary)	1	2	1	1	1	1	1	1	1	1	2	1	3	4	3	rna-NM_001032273.4	FBgn0061361	The gene Threonyl-carbamoyl synthesis 1 is referred to in FlyBase by the symbol Dmel\Tcs1 (CG33786, FBgn0061361). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:20642466..20643785. Its molecular function is described by: tRNA binding; double-stranded RNA binding; L-threonylcarbamoyladenylate synthase; nucleotidyltransferase activity. It is involved in the biological process described with: tRNA threonylcarbamoyladenosine modification; regulation of translational fidelity. 5 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: decreased body size; lethal - all die before end of larval stage. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-12 and 18-24 hour embryonic stages, during early larval stages, in adult female stages.  This gene is annotated by FlyBase as a dicistronic gene, meaning that some or all of its transcripts encode two or more polypeptide-coding open reading frames (ORFs) , with each ORF assigned to a different gene.  The distribution of RNA-Seq coverage data amongst the different encoded genes cannot be determined.
N0.HOG0003311	0.0	None	None	0.004178105238058737	0.7656435291975483	0.00018790780513262657	0.8016120830983978	tumorous testis (from API summary)	1	1	1	1	2	1	2	1	1	1	1	1	7	1	6	rna-NM_168261.3	FBgn0052364	The gene tumorous testis is referred to in FlyBase by the symbol Dmel\tut (CG32364, FBgn0052364). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:8209577..8210743. Its molecular function is described by: RNA binding; nucleic acid binding; mRNA binding. It is involved in the biological process described with: male germline stem cell symmetric division; negative regulation of translation. 9 alleles are reported. The phenotypes of these alleles manifest in: spermatogonium; testis. The phenotypic classes of alleles include: viable; male sterile; decreased rate of copulation; increased cell number; neoplasia. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed within 00-06 hour embryonic stages, in adult female stages.
N0.HOG0003591	0.033	Gene Group 14,Gene Group 36	heat stress and neurological,uncharacterized	0.015268418157008756	0.21505609299458736	0.000937274964174337	0.14874838059707754	uncharacterized protein(CG6280)	1	1	1	1	1	1	1	1	1	1	1	1	6	2	5	rna-NM_137054.2	FBgn0033866	This gene is referred to in FlyBase by the symbol Dmel\CG6280 (FBgn0033866). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:13753964..13758971. Its molecular function is described by: . It is involved in the biological process described with: . 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed during late pupal stages.
N0.HOG0003725	0.0	Gene Group 22	transcription regulation	0.02645754850441736	0.13168683452947977	0.0013531652554461795	0.14993203097839342	uncharacterized protein(CG11504)	1	1	1	1	1	1	1	1	1	1	15	1	1	1	14	rna-NM_143501.4	FBgn0039733	This gene is referred to in FlyBase by the symbol Dmel\CG11504 (FBgn0039733). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (1 unique). Gene sequence location is 3R:29997900..29999755. Its molecular function is unknown. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 7 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages.
N0.HOG0003749	0.03	None	None	0.014131307327442345	0.20686149639916565	0.0006988937046101407	0.2441031444929872	Ribosomal protein S24 (from API summary)	1	1	1	1	1	1	1	1	1	1	2	1	5	1	4	rna-NM_137849.4	FBgn0261596	The gene Ribosomal protein S24 is referred to in FlyBase by the symbol Dmel\RpS24 (CG3751, FBgn0261596). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:22640526..22641419. Its molecular function is described by: structural constituent of ribosome. It is involved in the biological process described with: translation; cytoplasmic translation. 6 alleles are reported. The phenotypes of these alleles manifest in: membraneless organelle; supramolecular fiber; cytoplasm; supramolecular polymer; myofibril. The phenotypic classes of alleles include: abnormal developmental rate; increased mortality; increased mortality during development; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of extremely high expression to a trough of very high expression.  Peak expression observed at stages throughout embryogenesis, during early larval stages, in adult female stages.
N0.HOG0003778	0.011	Gene Group 26	glycolysis and early development (and other)	0.024550532052711647	0.02844474569014891	0.00125712754165084	0.037105355049684305	friend of echinoid(fred)	1	1	1	1	1	1	2	1	1	1	3	2	4	2	3	rna-NM_134968.4	FBgn0051774	The gene friend of echinoid is referred to in FlyBase by the symbol Dmel\fred (CG31774, FBgn0051774). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (all unique). Gene sequence location is 2L:3902928..3991713. Its molecular function is described by: cell adhesion molecule binding. It is involved in the biological process described with: regulation of establishment of planar polarity; sensory organ development; cell-cell adhesion; adult chitin-based cuticle pattern formation; compound eye morphogenesis. 23 alleles are reported. The phenotypes of these alleles manifest in: supramolecular complex; contractile muscle fiber; cellular anatomical structure; organelle; sensillum. The phenotypic classes of alleles include: lethal; flightless; viable; increased cell death. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of no expression detected.  Peak expression observed within 12-24 hour embryonic stages, during early larval stages, at stages throughout the pupal period.
N0.HOG0003797	0.028	None	None	0.0031694717365047392	0.49734593298729046	0.000151830799309041	0.5428620587729645	INO80 complex subunit (from API summary)	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	rna-NM_169854.2	FBgn0289122	The gene INO80 complex subunit is referred to in FlyBase by the symbol Dmel\Ino80 (CG31212, FBgn0289122). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:19368995..19403153. Its molecular function is described by 7 unique terms, many of which group under: binding; ATP-dependent activity; nucleic acid binding; catalytic activity; catalytic activity, acting on a nucleic acid. It is involved in the biological process described with 6 unique terms, many of which group under: cellular process; RNA biosynthetic process; DNA metabolic process; chromatin remodeling; macromolecule metabolic process. 36 alleles are reported. The phenotypes of these alleles manifest in: organ system subdivision; multi-tissue structure; abdominal segment 5; larval abdominal segment 4; developing embryonic structure. The phenotypic classes of alleles include: phenotype; increased mortality during development; lethal - all die before end of larval stage; increased mortality.
