Orthogroup_ID	Gene_Group	Group_function	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary	CAFE_p-value
N0.HOG0001328	None	None	None	1	2	2	1	1	1	1	1	1	1	2	1	1	12	11	rna-NM_001273755.1	FBgn0261802	This gene is referred to in FlyBase by the symbol Dmel\CG42748 (FBgn0261802). It is a protein_coding_gene from Dmel. It has 11 annotated transcripts and 11 polypeptides (10 unique). Gene sequence location is 2L:22131221..22166221. Its molecular function is described by: protein phosphatase 1 binding. It is involved in the biological process described with: cell-cell junction organization. 46 alleles are reported. The phenotype of these alleles manifest in: embryonic/larval hemocyte. The phenotypic classes of alleles include: fertile; viable.	0.0
N0.HOG0001379	Gene Group 32	chromatin organization and transcription regulation	uncharacterized protein(CG13775)	1	1	1	2	1	1	1	1	1	1	17	1	2	4	16	rna-NM_001298765.1	FBgn0031874	This gene is referred to in FlyBase by the symbol Dmel\CG13775 (FBgn0031874). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (2 unique). Gene sequence location is 2L:6954357..6956950. Its molecular function is described by: DNA binding; protein dimerization activity. The biological processes in which it is involved are not known. 13 alleles are reported. The phenotypes of these alleles manifest in: wing; embryonic/larval hemocyte. The phenotypic classes of alleles include: visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 00-12 hour embryonic stages.	0.0
N0.HOG0001419	Gene Group 18	uncharacterized	uncharacterized protein(CG31826)	1	17	2	1	1	1	1	1	1	1	1	1	1	1	16	rna-NM_165131.3	FBgn0051826	This gene is referred to in FlyBase by the symbol Dmel\CG31826 (FBgn0051826). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2L:15771263..15773113. Its molecular function is described by: phosphatidylinositol bisphosphate binding. The biological processes in which it is involved are not known. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed in adult male stages.	0.0
N0.HOG0001429	None	None	None	1	1	1	1	1	1	1	1	1	1	1	1	15	1	14	rna-NM_141631.3	FBgn0037687	This gene is referred to in FlyBase by the symbol Dmel\CG8132 (FBgn0037687). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:9401495..9402618. Its molecular function is described by: hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides; omega-amidase activity. It is involved in the biological process described with: oxaloacetate metabolic process; asparagine metabolic process; glutamine metabolic process. 8 alleles are reported. The phenotype of these alleles manifest in: eye. The phenotypic classes of alleles include: visible; viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-06 hour embryonic stages, during early larval stages, in stages of adults of both sexes.	0.0
N0.HOG0001492	None	None	Palmitoyl-protein thioesterase 1 (from API summary)	1	12	5	1	1	1	1	1	1	1	1	1	1	1	11	rna-NM_001298095.2	FBgn0030057	The gene Palmitoyl-protein thioesterase 1 is referred to in FlyBase by the symbol Dmel\Ppt1 (CG12108, FBgn0030057). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:8688627..8690227. Its molecular function is described by: palmitoyl hydrolase activity; serine hydrolase activity; palmitoyl-(protein) hydrolase activity; long-chain fatty acyl-CoA hydrolase activity. It is involved in the biological process described with 6 unique terms, many of which group under: multicellular organismal process; nervous system development; system development; cell differentiation; plasma membrane bounded cell projection organization. 15 alleles are reported. The phenotypes of these alleles manifest in: tract neuropil; plasma membrane bounded cell projection; abdominal sensory neuron; ganglion mother cell GMC4-2a; nephrocyte. The phenotypic classes of alleles include: fertile; phenotype; visible; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-12 hour embryonic stages, during early pupal stages.	0.007
N0.HOG0002165	Gene Group 21	transcription regulation	hinge2(hng2)	1	1	1	1	1	1	1	1	1	1	20	1	1	1	19	rna-NM_141580.3	FBgn0037634	The gene hinge2 is referred to in FlyBase by the symbol Dmel\hng2 (CG8359, FBgn0037634). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:8806322..8807581. Its molecular function is described by: DNA binding. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 9 alleles are reported. The phenotypes of these alleles manifest in: wing hinge; wing. The phenotypic classes of alleles include: fertile; flightless; viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 06-12 hour embryonic stages.	0.0
N0.HOG0003120	None	None	None	1	1	12	1	1	1	1	1	1	1	1	1	2	4	11	rna-NM_001273899.2	FBgn0033421	This gene is referred to in FlyBase by the symbol Dmel\CG1888 (FBgn0033421). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (1 unique). Gene sequence location is 2R:9541947..9548135. Its molecular function is unknown. The biological processes in which it is involved are not known. 19 alleles are reported. The phenotype of these alleles manifest in: embryonic/larval hemocyte. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages.	0.0
N0.HOG0003126	None	None	Neurotrophin 1 (from API summary)	1	1	1	1	1	17	1	1	1	1	1	1	1	1	16	rna-NM_001274489.1	FBgn0261526	The gene Neurotrophin 1 is referred to in FlyBase by the symbol Dmel\NT1 (CG42576, FBgn0261526). It is a protein_coding_gene from Dmel. It has 7 annotated transcripts and 7 polypeptides (3 unique). Gene sequence location is 3L:4501652..4508433. Its molecular function is described by: Toll binding; growth factor activity; receptor ligand activity. It is involved in the biological process described with 6 unique terms, many of which group under: response to stimulus; regulation of biological quality; regulation of neuron apoptotic process; central nervous system morphogenesis; immune response. 19 alleles are reported. The phenotypes of these alleles manifest in: developing material anatomical entity; disconnected anatomical group; larval abdominal segmental nerve; cell; presumptive embryonic/larval system. The phenotypic classes of alleles include: viable; abnormal neuroanatomy; increased cell death; long lived; fertile; decreased cell death. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed during late pupal stages.	0.0
N0.HOG0003725	Gene Group 21	transcription regulation	uncharacterized protein(CG11504)	1	1	1	1	1	1	1	1	1	1	15	1	1	1	14	rna-NM_143501.4	FBgn0039733	This gene is referred to in FlyBase by the symbol Dmel\CG11504 (FBgn0039733). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (1 unique). Gene sequence location is 3R:29997900..29999755. Its molecular function is unknown. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 7 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages.	0.0
N0.HOG0007210	None	None	lectin-33A (from API summary)	1	1	1	1	1	1	1	1	1	13	1	1	1	1	12	rna-NM_001103675.2	FBgn0040096	The gene lectin-33A is referred to in FlyBase by the symbol Dmel\lectin-33A (CG16834, FBgn0040096). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:11002072..11002738. Its molecular function is described by: galactose binding; carbohydrate binding. The biological processes in which it is involved are not known. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed in adult male stages.	0.0
